                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     924                                     1738                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.2472264250488479E+007                  3.1634545391074806E+002                  3.6300158488443326E+003                  6.0257625127509127E+004                  6.2150954053043426E+002                 -2.8950706743624179E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8878841731012048E-004                  2.8071068527504445E-001                  0.0000000000000000E+000                  6.9399839909064687E-001                  1.9620762751463391E-002                  1.5000000000000000E+001                  0.0000000000000000E+000                  6.8471586607633750E+000                  2.0934397541927328E-004                  6.0047469387308681E+000                  5.5726320308859023E-001                  6.9669763574910504E-002                  1.3909069304276451E+000                  6.4799421686193806E-002                  3.9684252087856393E+000                  1.8881198828386248E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4989089355640237E+001                  6.1666772839286773E+002                  1.4987001200855735E+001                  6.1587549488952232E+002                  4.0055267971009888E+007                  1.4102699307042138E+002                  2.4893115133991768E+006                  5.2798480133199730E+004                  3.0819038137406664E+004                  1.5066945439378740E+003                  2.2239421090609817E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.9360158585699675E+014                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211129" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.5000000000000000E+001                  2.7934477996999805E+000                  3.5599085212429498E+000                 -8.7978777764083240E+000                  2.5685927118061938E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       2                  1.4999999999992500E+001                  2.7934477996959797E+000                  3.5599085214342323E+000                 -8.7978777750700097E+000                  2.5685927133355491E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  1.4999999999971033E+001                  2.7934477996845311E+000                  3.5599085220323015E+000                 -8.7978777708856040E+000                  2.5685927181172681E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       4                  1.4999999999901933E+001                  2.7934477996476801E+000                  3.5599085239638892E+000                 -8.7978777573711771E+000                  2.5685927335608443E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                       5                  1.4999999999678536E+001                  2.7934477995285336E+000                  3.5599085295219117E+000                 -8.7978777184843011E+000                  2.5685927779987252E+000                  7.0000000000000029E-001                  2.7999999999999992E-001                  1.9999999999999796E-002 
                                       6                  1.4999999999060291E+001                  2.7934477991988049E+000                  3.5599085463248512E+000                 -8.7978776009220496E+000                  2.5685929123426994E+000                  7.0000000000000051E-001                  2.7999999999999958E-001                  1.9999999999999907E-002 
                                       7                  1.4999999997134097E+001                  2.7934477981715045E+000                  3.5599085717652463E+000                 -8.7978774229277690E+000                  2.5685931157452524E+000                  7.0000000000000051E-001                  2.7999999999999964E-001                  1.9999999999999796E-002 
                                       8                  1.4999999995207899E+001                  2.7934477971442058E+000                  3.5599086140454381E+000                 -8.7978771271138374E+000                  2.5685934537859914E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       9                  1.4999999990731686E+001                  2.7934477947569025E+000                  3.5599086926738228E+000                 -8.7978765769906531E+000                  2.5685940824382834E+000                  6.9999999999999996E-001                  2.8000000000000019E-001                  1.9999999999999796E-002 
                                      10                  1.4999999983301363E+001                  2.7934477907940924E+000                  3.5599088283320350E+000                 -8.7978756278625454E+000                  2.5685951670533269E+000                  6.9999999999999996E-001                  2.8000000000000014E-001                  1.9999999999999907E-002 
                                      11                  1.4999999970189275E+001                  2.7934477838010410E+000                  3.5599090754046889E+000                 -8.7978738992401002E+000                  2.5685971424365026E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      12                  1.4999999945887836E+001                  2.7934477708404382E+000                  3.5599095178239368E+000                 -8.7978708039348383E+000                  2.5686006796025360E+000                  7.0000000000000007E-001                  2.7999999999999992E-001                  2.0000000000000018E-002 
                                      13                  1.4999999903195345E+001                  2.7934477480715589E+000                  3.5599102681736716E+000                 -8.7978655543767452E+000                  2.5686066785633810E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                      14                  1.4999999832266287E+001                  2.7934477102439255E+000                  3.5599115640891528E+000                 -8.7978564883278914E+000                  2.5686170388927825E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      15                  1.4999999706964953E+001                  2.7934476434200328E+000                  3.5599140595358354E+000                 -8.7978390318021997E+000                  2.5686369877189179E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      16                  1.4999999454411483E+001                  2.7934475087371955E+000                  3.5599192315500732E+000                 -8.7978028571043598E+000                  2.5686783279186516E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      17                  1.4999998923877465E+001                  2.7934472258348091E+000                  3.5599299507991602E+000                 -8.7977279064667115E+000                  2.5687639843449612E+000                  6.9999999999999996E-001                  2.8000000000000019E-001                  1.9999999999999796E-002 
                                      18                  1.4999997831629988E+001                  2.7934466435026541E+000                  3.5599517000394698E+000                 -8.7975759288046227E+000                  2.5689376840890175E+000                  6.9999999999999996E-001                  2.8000000000000025E-001                  1.9999999999999796E-002 
                                      19                  1.4999995632128883E+001                  2.7934454712409957E+000                  3.5599922146761682E+000                 -8.7972931766486102E+000                  2.5692609008505585E+000                  6.9999999999999984E-001                  2.8000000000000042E-001                  1.9999999999999796E-002 
                                      20                  1.4999991702974722E+001                  2.7934433784705686E+000                  3.5600594129552041E+000                 -8.7968252269300944E+000                  2.5697959674948136E+000                  6.9999999999999851E-001                  2.8000000000000175E-001                  1.9999999999999796E-002 
                                      21                  1.4999985476657221E+001                  2.7934400656802967E+000                  3.5601692946374657E+000                 -8.7960627395803250E+000                  2.5706682077584913E+000                  6.9999999999996732E-001                  2.8000000000003300E-001                  1.9999999999999685E-002 
                                      22                  1.4999975121659372E+001                  2.7934345656709896E+000                  3.5603498537686784E+000                 -8.7948170859792629E+000                  2.5720942203351487E+000                  6.9999999999977136E-001                  2.8000000000022895E-001                  1.9999999999999685E-002 
                                      23                  1.4999958297639759E+001                  2.7934256548208509E+000                  3.5606311586516046E+000                 -8.7928944465190657E+000                  2.5742978810081998E+000                  6.9999999999945350E-001                  2.8000000000054670E-001                  1.9999999999999796E-002 
                                      24                  1.4999932948603695E+001                  2.7934122869696831E+000                  3.5610840406637361E+000                 -8.7898432289730888E+000                  2.5778015917256538E+000                  6.9999999999893991E-001                  2.8000000000106023E-001                  1.9999999999999796E-002 
                                      25                  1.4999890810620045E+001                  2.7933902183159911E+000                  3.5618446972957019E+000                 -8.7848379899478015E+000                  2.5835670144814835E+000                  6.9999999999795870E-001                  2.8000000000204156E-001                  1.9999999999999796E-002 
                                      26                  1.4999820727977047E+001                  2.7933539276565056E+000                  3.5631421896303705E+000                 -8.7766277181879353E+000                  2.5930744477188097E+000                  6.9999999999558582E-001                  2.8000000000441450E-001                  1.9999999999999685E-002 
                                      27                  1.4999702530878448E+001                  2.7932938482704661E+000                  3.5645130382324726E+000                 -8.7684430169211431E+000                  2.6026303383897438E+000                  6.9999999999222207E-001                  2.8000000000777814E-001                  1.9999999999999796E-002 
                                      28                  1.4999627394822706E+001                  2.7932563571241551E+000                  3.5661498045124000E+000                 -8.7591161028083366E+000                  2.6135949772540075E+000                  6.9999999998710094E-001                  2.8000000001289932E-001                  1.9999999999999796E-002 
                                      29                  1.4999475468728495E+001                  2.7931821315857217E+000                  3.5685373369947722E+000                 -8.7465143213718175E+000                  2.6285869040981016E+000                  6.9999999997515350E-001                  2.8000000002484676E-001                  1.9999999999999796E-002 
                                      30                  1.4999307723501197E+001                  2.7931024789426671E+000                  3.5714909545880640E+000                 -8.7322498384395981E+000                  2.6458096173697498E+000                  6.9999999994872952E-001                  2.8000000005127063E-001                  1.9999999999999796E-002 
                                      31                  1.4999094623731844E+001                  2.7930044995008751E+000                  3.5744628197027950E+000                 -8.7193180106920067E+000                  2.6617193017128589E+000                  6.9999999990337469E-001                  2.8000000009662551E-001                  1.9999999999999796E-002 
