                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     211                                     1143                  5.0000000000000000E+000                  2.0000000000000000E-002                  8.3225779138673499E+007                  3.5883353051771905E+004                  1.3844417492057202E+004                  1.1146441159215226E+003                  5.8113572670039328E+000                 -2.2203689737966736E+000                  1.0481708861203533E-009                  4.1266370651089893E-026                  9.8054917407161324E-001                  1.7516985994653513E-004                  1.2474079472242805E-002                  6.1179131481654077E-004                  2.0994599496971999E-003                  5.0000000000000000E+000                  0.0000000000000000E+000                  2.9245059218747076E+000                  2.2583725131120874E-004                  1.9751019739399929E+000                  9.1146905380600114E-003                  2.2761436735572998E-002                  3.7341218494296446E-002                  1.0497299748487668E-002                  4.2250076314360574E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9999999979807033E+000                  5.7885009340258948E+000                  4.9999999837371538E+000                  5.7574462368927923E+000                  6.2728504346416747E+004                  9.0595316034777046E+004                  4.4857366836465932E+007                  1.1264778822765413E+003                  1.1264778822765411E+003                  2.6139654900954483E-026                  7.6726177451851768E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.6264516205935165E+015                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211228" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  5.0000000000000000E+000                  7.6427757554527631E-001                  4.1419354111174327E+000                 -9.4798245471111393E+000                  2.8165037407955977E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       2                  4.9999999999962501E+000                  7.6426581294467733E-001                  4.1437712806391476E+000                 -9.4674025702181535E+000                  2.8299157339227614E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       3                  4.9999999999895310E+000                  7.6424533025640928E-001                  4.1454108371248557E+000                 -9.4565731374900430E+000                  2.8416828555121310E+000                  7.0000000000000007E-001                  2.8000000000000019E-001                  1.9999999999999796E-002 
                                       4                  4.9999999999867972E+000                  7.6423719876818741E-001                  4.1467569980614449E+000                 -9.4478928445816042E+000                  2.8511734449025541E+000                  7.0000000000000018E-001                  2.8000000000000014E-001                  1.9999999999999685E-002 
                                       5                  4.9999999999817186E+000                  7.6422239509600576E-001                  4.1482904912229719E+000                 -9.4381870684041580E+000                  2.8618386708355503E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       6                  4.9999999999778124E+000                  7.6421125832623826E-001                  4.1505362401125874E+000                 -9.4243633701293987E+000                  2.8771414437955043E+000                  7.0000000000000007E-001                  2.8000000000000019E-001                  1.9999999999999796E-002 
                                       7                  4.9999999999684377E+000                  7.6418536413619942E-001                  4.1531303158462087E+000                 -9.4088136024636917E+000                  2.8944844941135770E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       8                  4.9999999999621876E+000                  7.6416870604892861E-001                  4.1555905112219218E+000                 -9.3945391124489088E+000                  2.9105499370172598E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       9                  4.9999999999533991E+000                  7.6414603497088240E-001                  4.1579112112815846E+000                 -9.3813913046894797E+000                  2.9254519221055535E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                      10                  4.9999999999477351E+000                  7.6413185859826627E-001                  4.1601532794865292E+000                 -9.3690294251202406E+000                  2.9395739569475170E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
