                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     150                                      476                  7.0000000000000000E+000                  2.0000000000000001E-004                  4.1552471954900199E+002                  8.5833069116545477E+000                  4.6194349948374238E+003                  4.3061396742322095E+003                  1.0259475828538800E+002                 -1.0851576535244790E+001                  7.5939999999999996E-001                  2.5583398265620436E-005                  2.4037441660173442E-001                  3.4416073257056058E-005                  1.0081585205318554E-005                  9.3604492797731719E-005                  2.0994604783338585E-005                  7.0000000000000000E+000                  0.0000000000000000E+000                  5.3157999999999976E+000                  1.7908378785934308E-004                  1.6826209162121408E+000                  2.4091251279939252E-004                  7.0571096437229891E-005                  6.5523144958412214E-004                  1.4696223348337014E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.9999400477585958E+000                  1.0243423682657865E+002                  6.9999226125830134E+000                  1.0238401187634545E+002                  3.9325324087224700E+006                  2.6035284865779004E+003                  1.6255859144299841E+007                  2.7804284570648738E-018                  2.7804284570648738E-018                  0.0000000000000000E+000                  1.1123554102316414E-019                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3113191421586943E+010                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211202" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  7.0000000000000000E+000                  2.0111251726092845E+000                  3.6645888613098530E+000                 -7.8643735556250309E+000                  3.6309083340813779E+000                  7.5939999999999996E-001                  2.4040000000000000E-001                  1.9999999999997797E-004 
                                       2                  6.9999999999964997E+000                  2.0111251725609200E+000                  3.6645888638256414E+000                 -7.8643735379783370E+000                  3.6309083542049807E+000                  7.5939999999999996E-001                  2.4040000000000000E-001                  1.9999999999997797E-004 
                                       3                  6.9999999999930003E+000                  2.0111251725125552E+000                  3.6645888825460191E+000                 -7.8643734066665445E+000                  3.6309085039478455E+000                  7.5939999999999996E-001                  2.4040000000000000E-001                  1.9999999999997797E-004 
                                       4                  6.9999999999444116E+000                  2.0111251718411398E+000                  3.6645889392991555E+000                 -7.8643730085794745E+000                  3.6309089579109814E+000                  7.5940000000000007E-001                  2.4039999999999986E-001                  2.0000000000008900E-004 
                                       5                  6.9999999998350884E+000                  2.0111251703304611E+000                  3.6645890440744355E+000                 -7.8643722736509760E+000                  3.6309097959955445E+000                  7.5940000000000019E-001                  2.4039999999999978E-001                  1.9999999999997797E-004 
                                       6                  6.9999999996528830E+000                  2.0111251678126640E+000                  3.6645891968723516E+000                 -7.8643712018837268E+000                  3.6309110181993258E+000                  7.5940000000000007E-001                  2.4039999999999995E-001                  1.9999999999997797E-004 
                                       7                  6.9999999994099431E+000                  2.0111251644556116E+000                  3.6645894937384820E+000                 -7.8643691196043468E+000                  3.6309133927569111E+000                  7.5939999999999996E-001                  2.4040000000000003E-001                  1.9999999999997797E-004 
                                       8                  6.9999999988268859E+000                  2.0111251563987236E+000                  3.6645901224044355E+000                 -7.8643647101218814E+000                  3.6309184211893109E+000                  7.5939999999999996E-001                  2.4040000000000006E-001                  1.9999999999997797E-004 
                                       9                  6.9999999976607716E+000                  2.0111251402851078E+000                  3.6645913797693739E+000                 -7.8643558913614831E+000                  3.6309284778809441E+000                  7.5940000000000007E-001                  2.4040000000000003E-001                  1.9999999999986695E-004 
                                      10                  6.9999999953285430E+000                  2.0111251080585260E+000                  3.6645938946313765E+000                 -7.8643382546587741E+000                  3.6309485905715730E+000                  7.5939999999999996E-001                  2.4040000000000003E-001                  1.9999999999997797E-004 
