                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1100                                     1767                  9.0000000000000000E+000                  2.0000000000000000E-002                  2.6349656391058769E+007                  3.3579451649134120E+002                  5.2653979794324960E+003                  8.7526225117200047E+003                  1.1258111115397796E+002                 -2.4339729436734556E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2765561688353184E-001                  5.4114363679381339E-001                  2.3777016093284532E-010                  1.0707152075856245E-001                  2.0038900981633960E-002                  9.0000000000000000E+000                  0.0000000000000000E+000                  4.8238895620499926E+000                  1.9467837483997725E-004                  3.5958818582465515E+000                  3.4713685728899535E-001                  3.9184150873286396E-002                  1.2700636774062932E-001                  2.9893606836566385E-002                  1.8385241868389635E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9999796452764969E+000                  1.1239135510389404E+002                  8.9999748889570359E+000                  1.1233975453535011E+002                  3.9866729820287065E+006                  1.9295712904035086E+003                  1.0282632420110373E+007                  7.5731768062627225E+003                  4.8937876131903140E+003                  1.9693477713256275E+003                  3.3424950034395147E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.3154640841589688E+014                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20211205" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  9.0000000000000000E+000                  2.0514655307485903E+000                  3.7214312083707433E+000                 -8.5118685489503747E+000                  3.0149163481594901E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       2                  8.9999999999955005E+000                  2.0514655305395904E+000                  3.7214312364027715E+000                 -8.5118683527875252E+000                  3.0149165722056130E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                       3                  8.9999999999787192E+000                  2.0514655297602888E+000                  3.7214312957187436E+000                 -8.5118679377064073E+000                  3.0149170462879336E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
                                       4                  8.9999999999504734E+000                  2.0514655284483423E+000                  3.7214313701428212E+000                 -8.5118674169035557E+000                  3.0149176411199243E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                       5                  8.9999999999222240E+000                  2.0514655271363953E+000                  3.7214314817791205E+000                 -8.5118666357009847E+000                  3.0149185333663979E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                       6                  8.9999999998657287E+000                  2.0514655245125084E+000                  3.7214316878500480E+000                 -8.5118651936790553E+000                  3.0149201803657713E+000                  7.0000000000000051E-001                  2.7999999999999975E-001                  1.9999999999999796E-002 
                                       7                  8.9999999997657980E+000                  2.0514655198712326E+000                  3.7214319511445813E+000                 -8.5118633512452782E+000                  3.0149222846970134E+000                  7.0000000000000051E-001                  2.7999999999999975E-001                  1.9999999999999796E-002 
                                       8                  8.9999999996658655E+000                  2.0514655152299754E+000                  3.7214323361683741E+000                 -8.5118606570330968E+000                  3.0149253618901213E+000                  7.0000000000000040E-001                  2.7999999999999986E-001                  1.9999999999999796E-002 
                                       9                  8.9999999994735305E+000                  2.0514655062972555E+000                  3.7214328429257382E+000                 -8.5118571110673944E+000                  3.0149294119246557E+000                  7.0000000000000029E-001                  2.7999999999999986E-001                  1.9999999999999796E-002 
                                      10                  8.9999999992811954E+000                  2.0514654973646103E+000                  3.7214335101676177E+000                 -8.5118524422502695E+000                  3.0149347444440573E+000                  7.0000000000000029E-001                  2.7999999999999986E-001                  1.9999999999999796E-002 
                                      11                  8.9999999989670485E+000                  2.0514654827746397E+000                  3.7214343379038675E+000                 -8.5118466506385673E+000                  3.0149413594016403E+000                  7.0000000000000029E-001                  2.7999999999999986E-001                  1.9999999999999796E-002 
                                      12                  8.9999999986528998E+000                  2.0514654681848632E+000                  3.7214354539442418E+000                 -8.5118388421053073E+000                  3.0149502780567015E+000                  7.0000000000000040E-001                  2.7999999999999986E-001                  1.9999999999999796E-002 
                                      13                  8.9999999981199270E+000                  2.0514654434328810E+000                  3.7214368583183459E+000                 -8.5118290168212596E+000                  3.0149615002689933E+000                  7.0000000000000040E-001                  2.7999999999999986E-001                  1.9999999999999796E-002 
                                      14                  8.9999999975869542E+000                  2.0514654186814538E+000                  3.7214389051818593E+000                 -8.5118146975737048E+000                  3.0149778555309235E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                      15                  8.9999999965663680E+000                  2.0514653712866533E+000                  3.7214415946557851E+000                 -8.5117958850604829E+000                  3.0149993432694009E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002 
                                      16                  8.9999999955457834E+000                  2.0514653238938929E+000                  3.7214458084116973E+000                 -8.5117664145039740E+000                  3.0150330052703169E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
                                      17                  8.9999999933685331E+000                  2.0514652227961450E+000                  3.7214515470405716E+000                 -8.5117262893108698E+000                  3.0150788387362608E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
